Unnamed: 0,index,Hospital Name,Address,State,ZIP Code,County Name,Condition,Measure Name,Score
778,778,DAYTON VA MEDICAL CENTER,4100 WEST THIRD STREET,OH,45428,MONTGOMERY,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for admitted ED patients,280.0
779,779,VA ILLIANA HEALTHCARE SYSTEM - DANVILLE,1900 E. MAIN,IL,61832,VERMILION,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for admitted ED patients,
780,780,COLUMBIA MO VA MEDICAL CENTER,800 HOSPITAL DR,MO,65201,BOONE,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for discharged ED patients,
781,781,BATTLE CREEK VA MEDICAL CENTER,5500 ARMSTRONG RD.,MI,49037,CALHOUN,Acute Myocardial Infarction (AMI),Aspirin at Arrival,
782,782,LEXINGTON VA MEDICAL CENTER,1101 VETERANS DRIVE,KY,40502,FAYETTE,Preventative Care Measures,Patients assessed and given influenza vaccination,91.0
783,783,SALEM VA MEDICAL CENTER,1970 ROANOKE BOULEVARD,VA,24153,SALEM,Acute Myocardial Infarction (AMI),Aspirin at Arrival,
784,784,MEMPHIS VA MEDICAL CENTER,1030 JEFFERSON AVENUE,TN,38104,SHELBY,Emergency Department (ED) Measures,Median time to pain med,
785,785,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,GA,31021,LAURENS,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for admitted ED patients,257.0
786,786,BECKLEY VA MEDICAL CENTER,200 VETERANS AVENUE,WV,25801,RALEIGH,Acute Myocardial Infarction (AMI),Aspirin at Arrival,
787,787,CINCINNATI VA MEDICAL CENTER,3200 VINE STREET,OH,45220,HAMILTON,Acute Myocardial Infarction (AMI),Median Time to ECG,
788,788,HINES VA MEDICAL CENTER,5000 SOUTH 5TH AVENUE,IL,60141,COOK,Acute Myocardial Infarction (AMI),Median Time to ECG,
789,789,VA HUDSON VALLEY HEALTHCARE SYSTEM,2094 ALBANY POST ROAD,NY,10548,WESTCHESTER,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for discharged ED patients,
790,790,PROVIDENCE VA MEDICAL CENTER,830 CHALKSTONE AVENUE,RI,2908,PROVIDENCE,Acute Myocardial Infarction (AMI),Median Time to Transfer to Another Facility for Acute Coronary Intervention,
791,791,VA BOSTON HEALTHCARE SYSTEM - JAMAICA PLAIN,150 S. HUNTINGTON AVENUE,MA,2130,SUFFOLK,Emergency Department (ED) Measures,Head CT results,
792,792,PHILADELPHIA VA MEDICAL CENTER,3900 WOODLAND AVENUE,PA,19104,PHILADELPHI,Acute Myocardial Infarction (AMI),Median Time to Transfer to Another Facility for Acute Coronary Intervention,
793,793,NORTHPORT VA MEDICAL CENTER,79 MIDDLEVILLE ROAD,NY,11768,SUFFOLK,Blood clot prevention and treatment,Hospital acquired potentially preventable venous thromboembolism,
794,794,ALBANY VA MEDICAL CENTER,113 HOLLAND AVENUE,NY,12208,ALBANY,Emergency Department (ED) Measures,Head CT results,
795,795,SAGINAW VA MEDICAL CENTER,1500 WEISS STREET,MI,48602,SAGINAW,Acute Myocardial Infarction (AMI),Median Time to Fibrinolysis,
796,796,COLUMBIA SC VA MEDICAL CENTER,6439 GARNERS FERRY ROAD,SC,29209,RICHLAND,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for discharged ED patients,
797,797,PROVIDENCE VA MEDICAL CENTER,830 CHALKSTONE AVENUE,RI,2908,PROVIDENCE,Preventative Care Measures,Patients assessed and given influenza vaccination,84.0
798,798,CHILLICOTHE VA MEDICAL CENTER,17273 STATE ROUTE 104,OH,45601,ROSS,Acute Myocardial Infarction (AMI),Median Time to ECG,
799,799,TAMPA VA MEDICAL CENTER,13000 BRUCE B DOWNS BLVD.,FL,33612,HILLSBOROUG,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for admitted ED patients,313.0
800,800,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER,1601 BRENNER AVENUE,NC,28144,ROWAN,Acute Myocardial Infarction (AMI),Aspirin at Arrival,
801,801,INDIANAPOLIS VA MEDICAL CENTER,1481 W. TENTH STREET,IN,46202,MARION,Acute Myocardial Infarction (AMI),Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,
802,802,WILKES BARRE VA MEDICAL CENTER,1111 EAST END BOULEVARD,PA,18711,LUZERNE,Blood clot prevention and treatment,Hospital acquired potentially preventable venous thromboembolism,
803,803,SAGINAW VA MEDICAL CENTER,1500 WEISS STREET,MI,48602,SAGINAW,Blood clot prevention and treatment,Hospital acquired potentially preventable venous thromboembolism,
804,804,RICHMOND VA MEDICAL CENTER,1201 BROAD ROCK BOULEVARD,VA,23249,RICHMOND CI,Preventative Care Measures,Patients assessed and given influenza vaccination,83.0
805,805,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,GA,30033,DEKALB,Preventative Care Measures,Patients assessed and given influenza vaccination,96.0
806,806,BEDFORD VA MEDICAL CENTER,200 SPRINGS ROAD,MA,1730,MIDDLESEX,Emergency Department (ED) Measures,Head CT results,
807,807,CINCINNATI VA MEDICAL CENTER,3200 VINE STREET,OH,45220,HAMILTON,Acute Myocardial Infarction (AMI),Median Time to Fibrinolysis,
808,808,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,GA,30904,RICHMOND,Emergency Department (ED) Measures,Door to diagnostic eval,
809,809,TAMPA VA MEDICAL CENTER,13000 BRUCE B DOWNS BLVD.,FL,33612,HILLSBOROUG,Acute Myocardial Infarction (AMI),Median Time to ECG,
810,810,BRONX VA MEDICAL CENTER,130 WEST KINGSBRIDGE ROAD,NY,10468,BRONX,Acute Myocardial Infarction (AMI),Aspirin at Arrival,
811,811,MILWAUKEE VA MEDICAL CENTER,5000 W. NATIONAL AVENUE,WI,53295,MILWAUKEE,Acute Myocardial Infarction (AMI),Aspirin at Arrival,
812,812,BIRMINGHAM VA MEDICAL CENTER,700 SOUTH 19TH STREET,AL,35233,JEFFERSON,Emergency Department (ED) Measures,Admit Decision Time to ED Departure Time for Admitted Patients,108.0
813,813,NORTHAMPTON VA MEDICAL CENTER,421 N MAIN ST,MA,1053,HAMPSHIRE,Acute Myocardial Infarction (AMI),Median Time to Transfer to Another Facility for Acute Coronary Intervention,
814,814,VA BOSTON HEALTHCARE SYSTEM - JAMAICA PLAIN,150 S. HUNTINGTON AVENUE,MA,2130,SUFFOLK,Blood clot prevention and treatment,Hospital acquired potentially preventable venous thromboembolism,
815,815,SAN JUAN VA MEDICAL CENTER,10 CALLE CASIA,PR,921,SAN JUAN,Acute Myocardial Infarction (AMI),Aspirin at Arrival,
816,816,WILKES BARRE VA MEDICAL CENTER,1111 EAST END BOULEVARD,PA,18711,LUZERNE,Acute Myocardial Infarction (AMI),Aspirin at Arrival,
817,817,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,GA,31021,LAURENS,Acute Myocardial Infarction (AMI),Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,
818,818,SYRACUSE VA MEDICAL CENTER,800 IRVING AVE.,NY,13210,ONONDAGA,Preventative Care Measures,Patients assessed and given influenza vaccination,68.0
819,819,PROVIDENCE VA MEDICAL CENTER,830 CHALKSTONE AVENUE,RI,2908,PROVIDENCE,Acute Myocardial Infarction (AMI),Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,
820,820,IRON MOUNTAIN MI VA MEDICAL CENTER,325 EAST H STREET,MI,49801,DICKINSON,Emergency Department (ED) Measures,Door to diagnostic eval,
821,821,HUNTINGTON VA MEDICAL CENTER,1540 SPRING VALLEY ROAD,WV,25704,WAYNE,Acute Myocardial Infarction (AMI),Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,
822,822,SAGINAW VA MEDICAL CENTER,1500 WEISS STREET,MI,48602,SAGINAW,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for admitted ED patients,
823,823,VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.,423 EAST 23RD STREET,NY,10010,NEW YORK,Acute Myocardial Infarction (AMI),Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,
824,824,TOMAH VA MEDICAL CENTER,500 EAST VETERANS STREET,WI,54660,MONROE,Acute Myocardial Infarction (AMI),Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,
825,825,TOGUS VA MEDICAL CENTER,1 VA CENTER,ME,4330,KENNEBEC,Emergency Department (ED) Measures,Head CT results,
826,826,VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.,423 EAST 23RD STREET,NY,10010,NEW YORK,Emergency Department (ED) Measures,Median time to pain med,
827,827,WEST HAVEN VA MEDICAL CENTER,950 CAMPBELL AVENUE,CT,6516,NEW HAVEN,Emergency Department (ED) Measures,Door to diagnostic eval,
828,828,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,GA,31021,LAURENS,Emergency Department (ED) Measures,Median time to pain med,
829,829,WASHINGTON DC VA MEDICAL CENTER,50 IRVING STREET N.W.,DC,20422,DISTRICT OF,Acute Myocardial Infarction (AMI),Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,
830,830,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,TN,37212,DAVIDSON,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for admitted ED patients,275.0
831,831,VA ANN ARBOR HEALTHCARE SYSTEM,2215 FULLER ROAD,MI,48105,WASHTENAW,Emergency Department (ED) Measures,Median time to pain med,
832,832,CHARLESTON VA MEDICAL CENTER,109 BEE STREET,SC,29401,CHARLESTON,Acute Myocardial Infarction (AMI),Median Time to ECG,
833,833,FAYETTEVILLE NC VA MEDICAL CENTER,2300 RAMSEY STREET,NC,28301,CUMBERLAND,Preventative Care Measures,Patients assessed and given influenza vaccination,79.0
834,834,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM,1601 S W ARCHER ROAD,FL,32608,ALACHUA,Blood clot prevention and treatment,Hospital acquired potentially preventable venous thromboembolism,
835,835,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,GA,30033,DEKALB,Acute Myocardial Infarction (AMI),Median Time to ECG,
836,836,WASHINGTON DC VA MEDICAL CENTER,50 IRVING STREET N.W.,DC,20422,DISTRICT OF,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for discharged ED patients,
837,837,MARTINSBURG VA MEDICAL CENTER,510 BUTLER AVE.,WV,25405,BERKELEY,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for admitted ED patients,274.0
838,838,INDIANAPOLIS VA MEDICAL CENTER,1481 W. TENTH STREET,IN,46202,MARION,Acute Myocardial Infarction (AMI),Aspirin at Arrival,
839,839,MARTINSBURG VA MEDICAL CENTER,510 BUTLER AVE.,WV,25405,BERKELEY,Acute Myocardial Infarction (AMI),Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,
840,840,JESSE BROWN VA MEDICAL CENTER - VA CHICAGO,820 S DAMEN STREET,IL,60612,COOK,Acute Myocardial Infarction (AMI),Median Time to ECG,
841,841,BIRMINGHAM VA MEDICAL CENTER,700 SOUTH 19TH STREET,AL,35233,JEFFERSON,Acute Myocardial Infarction (AMI),Median Time to ECG,
842,842,VA ILLIANA HEALTHCARE SYSTEM - DANVILLE,1900 E. MAIN,IL,61832,VERMILION,Emergency Department (ED) Measures,Door to diagnostic eval,
843,843,MARTINSBURG VA MEDICAL CENTER,510 BUTLER AVE.,WV,25405,BERKELEY,Emergency Department (ED) Measures,Median time to pain med,
844,844,VA NEW JERSEY HEALTH CARE SYSTEM,385 TREMONT AVENUE,NJ,7018,ESSEX,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for discharged ED patients,
845,845,TAMPA VA MEDICAL CENTER,13000 BRUCE B DOWNS BLVD.,FL,33612,HILLSBOROUG,Acute Myocardial Infarction (AMI),Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,
846,846,W PALM BEACH VA MEDICAL CENTER,7305 N. MILITARY TRAIL,FL,33410,PALM BEACH,Acute Myocardial Infarction (AMI),Median Time to ECG,
847,847,LEBANON VA MEDICAL CENTER,1700 SOUTH LINCOLN AVENUE,PA,17042,LEBANON,Emergency Department (ED) Measures,Head CT results,
848,848,BATTLE CREEK VA MEDICAL CENTER,5500 ARMSTRONG RD.,MI,49037,CALHOUN,Preventative Care Measures,Patients assessed and given influenza vaccination,78.0
849,849,VA N. INDIANA HEALTHCARE SYSTEM - MARION,1700 E. 38TH STREET,IN,46953,GRANT,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for discharged ED patients,
850,850,DURHAM VA MEDICAL CENTER,508 FULTON STREET,NC,27705,DURHAM,Emergency Department (ED) Measures,Admit Decision Time to ED Departure Time for Admitted Patients,134.0
851,851,DAYTON VA MEDICAL CENTER,4100 WEST THIRD STREET,OH,45428,MONTGOMERY,Acute Myocardial Infarction (AMI),Median Time to Transfer to Another Facility for Acute Coronary Intervention,
852,852,ALBANY VA MEDICAL CENTER,113 HOLLAND AVENUE,NY,12208,ALBANY,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for admitted ED patients,350.0
853,853,BATH VA MEDICAL CENTER,76 VETERANS AVE.,NY,14810,STEUBEN,Acute Myocardial Infarction (AMI),Median Time to Transfer to Another Facility for Acute Coronary Intervention,
854,854,HUNTINGTON VA MEDICAL CENTER,1540 SPRING VALLEY ROAD,WV,25704,WAYNE,Emergency Department (ED) Measures,Door to diagnostic eval,
855,855,MARTINSBURG VA MEDICAL CENTER,510 BUTLER AVE.,WV,25405,BERKELEY,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for discharged ED patients,
856,856,COATESVILLE VA MEDICAL CENTER,1400 BLACK HORSE HILL ROAD,PA,19320,CHESTER,Emergency Department (ED) Measures,Head CT results,
857,857,DAYTON VA MEDICAL CENTER,4100 WEST THIRD STREET,OH,45428,MONTGOMERY,Acute Myocardial Infarction (AMI),Median Time to Fibrinolysis,
858,858,TAMPA VA MEDICAL CENTER,13000 BRUCE B DOWNS BLVD.,FL,33612,HILLSBOROUG,Preventative Care Measures,Patients assessed and given influenza vaccination,74.0
859,859,WILKES BARRE VA MEDICAL CENTER,1111 EAST END BOULEVARD,PA,18711,LUZERNE,Acute Myocardial Infarction (AMI),Median Time to Fibrinolysis,
860,860,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER,1601 BRENNER AVENUE,NC,28144,ROWAN,Preventative Care Measures,Patients assessed and given influenza vaccination,90.0
861,861,HAMPTON VA MEDICAL CENTER,100 EMANCIPATION DRIVE,VA,23667,HAMPTON CIT,Acute Myocardial Infarction (AMI),Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,
862,862,RICHMOND VA MEDICAL CENTER,1201 BROAD ROCK BOULEVARD,VA,23249,RICHMOND CI,Acute Myocardial Infarction (AMI),Median Time to Fibrinolysis,
863,863,IRON MOUNTAIN MI VA MEDICAL CENTER,325 EAST H STREET,MI,49801,DICKINSON,Acute Myocardial Infarction (AMI),Aspirin at Arrival,
864,864,UPSTATE NEW YORK VA HEALTHCARE SYSTEM - WESTERN NY,3495 BAILEY AVENUE,NY,14215,ERIE,Acute Myocardial Infarction (AMI),Median Time to ECG,
865,865,UPSTATE NEW YORK VA HEALTHCARE SYSTEM - WESTERN NY,3495 BAILEY AVENUE,NY,14215,ERIE,Blood clot prevention and treatment,Hospital acquired potentially preventable venous thromboembolism,
866,866,ASHEVILLE-OTEEN VA MEDICAL CENTER,1100 TUNNEL ROAD,NC,28805,BUNCOMBE,Emergency Department (ED) Measures,Head CT results,
867,867,CLEVELAND-WADE PARK VA MEDICAL CENTER,10701 EAST BLVD,OH,44106,CUYAHOGA,Preventative Care Measures,Patients assessed and given influenza vaccination,89.0
868,868,HAMPTON VA MEDICAL CENTER,100 EMANCIPATION DRIVE,VA,23667,HAMPTON CIT,Emergency Department (ED) Measures,Door to diagnostic eval,
869,869,HUNTINGTON VA MEDICAL CENTER,1540 SPRING VALLEY ROAD,WV,25704,WAYNE,Emergency Department (ED) Measures,Head CT results,
870,870,CINCINNATI VA MEDICAL CENTER,3200 VINE STREET,OH,45220,HAMILTON,Preventative Care Measures,Patients assessed and given influenza vaccination,97.0
871,871,ALBANY VA MEDICAL CENTER,113 HOLLAND AVENUE,NY,12208,ALBANY,Emergency Department (ED) Measures,Door to diagnostic eval,
872,872,TOGUS VA MEDICAL CENTER,1 VA CENTER,ME,4330,KENNEBEC,Acute Myocardial Infarction (AMI),Median Time to ECG,
873,873,SAN JUAN VA MEDICAL CENTER,10 CALLE CASIA,PR,921,SAN JUAN,Emergency Department (ED) Measures,Door to diagnostic eval,
874,874,LOUISVILLE VA MEDICAL CENTER,800 ZORN AVENUE,KY,40206,JEFFERSON,Blood clot prevention and treatment,Hospital acquired potentially preventable venous thromboembolism,
875,875,CINCINNATI VA MEDICAL CENTER,3200 VINE STREET,OH,45220,HAMILTON,Emergency Department (ED) Measures,Door to diagnostic eval,
876,876,DURHAM VA MEDICAL CENTER,508 FULTON STREET,NC,27705,DURHAM,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for discharged ED patients,
877,877,BECKLEY VA MEDICAL CENTER,200 VETERANS AVENUE,WV,25801,RALEIGH,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for admitted ED patients,276.0
878,878,SAN JUAN VA MEDICAL CENTER,10 CALLE CASIA,PR,921,SAN JUAN,Emergency Department (ED) Measures,Admit Decision Time to ED Departure Time for Admitted Patients,336.0
879,879,BATTLE CREEK VA MEDICAL CENTER,5500 ARMSTRONG RD.,MI,49037,CALHOUN,Acute Myocardial Infarction (AMI),Median Time to Transfer to Another Facility for Acute Coronary Intervention,
880,880,VA ANN ARBOR HEALTHCARE SYSTEM,2215 FULLER ROAD,MI,48105,WASHTENAW,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for discharged ED patients,
881,881,BATTLE CREEK VA MEDICAL CENTER,5500 ARMSTRONG RD.,MI,49037,CALHOUN,Blood clot prevention and treatment,Hospital acquired potentially preventable venous thromboembolism,
882,882,NORTHPORT VA MEDICAL CENTER,79 MIDDLEVILLE ROAD,NY,11768,SUFFOLK,Acute Myocardial Infarction (AMI),Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,
883,883,SAN JUAN VA MEDICAL CENTER,10 CALLE CASIA,PR,921,SAN JUAN,Acute Myocardial Infarction (AMI),Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,
884,884,COATESVILLE VA MEDICAL CENTER,1400 BLACK HORSE HILL ROAD,PA,19320,CHESTER,Preventative Care Measures,Patients assessed and given influenza vaccination,76.0
885,885,LEXINGTON VA MEDICAL CENTER,1101 VETERANS DRIVE,KY,40502,FAYETTE,Emergency Department (ED) Measures,Admit Decision Time to ED Departure Time for Admitted Patients,199.0
886,886,TUSCALOOSA VA MEDICAL CENTER,"3701 LOOP ROAD, EAST",AL,35404,TUSCALOOSA,Acute Myocardial Infarction (AMI),Aspirin at Arrival,
887,887,CHARLESTON VA MEDICAL CENTER,109 BEE STREET,SC,29401,CHARLESTON,Emergency Department (ED) Measures,Door to diagnostic eval,
888,888,LEXINGTON VA MEDICAL CENTER,1101 VETERANS DRIVE,KY,40502,FAYETTE,Acute Myocardial Infarction (AMI),Median Time to Fibrinolysis,
889,889,PROVIDENCE VA MEDICAL CENTER,830 CHALKSTONE AVENUE,RI,2908,PROVIDENCE,Acute Myocardial Infarction (AMI),Median Time to ECG,
890,890,VA ILLIANA HEALTHCARE SYSTEM - DANVILLE,1900 E. MAIN,IL,61832,VERMILION,Preventative Care Measures,Patients assessed and given influenza vaccination,90.0
891,891,BEDFORD VA MEDICAL CENTER,200 SPRINGS ROAD,MA,1730,MIDDLESEX,Acute Myocardial Infarction (AMI),Median Time to ECG,
892,892,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,GA,30033,DEKALB,Acute Myocardial Infarction (AMI),Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,
893,893,VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.,423 EAST 23RD STREET,NY,10010,NEW YORK,Blood clot prevention and treatment,Hospital acquired potentially preventable venous thromboembolism,
894,894,NORTHAMPTON VA MEDICAL CENTER,421 N MAIN ST,MA,1053,HAMPSHIRE,Acute Myocardial Infarction (AMI),Median Time to Fibrinolysis,
895,895,BATH VA MEDICAL CENTER,76 VETERANS AVE.,NY,14810,STEUBEN,Preventative Care Measures,Patients assessed and given influenza vaccination,86.0
896,896,BECKLEY VA MEDICAL CENTER,200 VETERANS AVENUE,WV,25801,RALEIGH,Preventative Care Measures,Patients assessed and given influenza vaccination,85.0
897,897,NORTH CHICAGO VA MEDICAL CENTER,3001 GREENBAY ROAD,IL,60064,LAKE,Blood clot prevention and treatment,Hospital acquired potentially preventable venous thromboembolism,
898,898,LEBANON VA MEDICAL CENTER,1700 SOUTH LINCOLN AVENUE,PA,17042,LEBANON,Emergency Department (ED) Measures,Door to diagnostic eval,
899,899,LEXINGTON VA MEDICAL CENTER,1101 VETERANS DRIVE,KY,40502,FAYETTE,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for admitted ED patients,318.0
900,900,JAMES E. VAN ZANDT VA MEDICAL CENTER - ALTOONA,2907 PLEASANT VALLEY BOULEVARD,PA,16602,BLAIR,Emergency Department (ED) Measures,Admit Decision Time to ED Departure Time for Admitted Patients,
901,901,TOMAH VA MEDICAL CENTER,500 EAST VETERANS STREET,WI,54660,MONROE,Acute Myocardial Infarction (AMI),Median Time to ECG,
902,902,TUSCALOOSA VA MEDICAL CENTER,"3701 LOOP ROAD, EAST",AL,35404,TUSCALOOSA,Acute Myocardial Infarction (AMI),Median Time to Transfer to Another Facility for Acute Coronary Intervention,
903,903,NORTHAMPTON VA MEDICAL CENTER,421 N MAIN ST,MA,1053,HAMPSHIRE,Acute Myocardial Infarction (AMI),Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,
904,904,SALEM VA MEDICAL CENTER,1970 ROANOKE BOULEVARD,VA,24153,SALEM,Acute Myocardial Infarction (AMI),Median Time to Fibrinolysis,
905,905,W PALM BEACH VA MEDICAL CENTER,7305 N. MILITARY TRAIL,FL,33410,PALM BEACH,Acute Myocardial Infarction (AMI),Aspirin at Arrival,
906,906,MADISON VA MEDICAL CENTER,2500 OVERLOOK TERRACE,WI,53705,DANE,Preventative Care Measures,Patients assessed and given influenza vaccination,96.0
907,907,TAMPA VA MEDICAL CENTER,13000 BRUCE B DOWNS BLVD.,FL,33612,HILLSBOROUG,Blood clot prevention and treatment,Hospital acquired potentially preventable venous thromboembolism,
908,908,LEBANON VA MEDICAL CENTER,1700 SOUTH LINCOLN AVENUE,PA,17042,LEBANON,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for discharged ED patients,
909,909,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM,1601 S W ARCHER ROAD,FL,32608,ALACHUA,Emergency Department (ED) Measures,Admit Decision Time to ED Departure Time for Admitted Patients,174.0
910,910,ERIE VA MEDICAL CENTER,135 EAST 38TH STREET,PA,16504,ERIE,Emergency Department (ED) Measures,Head CT results,
911,911,TOMAH VA MEDICAL CENTER,500 EAST VETERANS STREET,WI,54660,MONROE,Emergency Department (ED) Measures,Head CT results,
912,912,BATTLE CREEK VA MEDICAL CENTER,5500 ARMSTRONG RD.,MI,49037,CALHOUN,Acute Myocardial Infarction (AMI),Median Time to Fibrinolysis,
913,913,IRON MOUNTAIN MI VA MEDICAL CENTER,325 EAST H STREET,MI,49801,DICKINSON,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for admitted ED patients,
914,914,MIAMI VA MEDICAL CENTER,1201 N W 16TH STREET,FL,33125,MIAMI-DADE,Emergency Department (ED) Measures,Head CT results,
915,915,VA BOSTON HEALTHCARE SYSTEM - JAMAICA PLAIN,150 S. HUNTINGTON AVENUE,MA,2130,SUFFOLK,Emergency Department (ED) Measures,Median time to pain med,
916,916,BATH VA MEDICAL CENTER,76 VETERANS AVE.,NY,14810,STEUBEN,Acute Myocardial Infarction (AMI),Median Time to Fibrinolysis,
917,917,WEST HAVEN VA MEDICAL CENTER,950 CAMPBELL AVENUE,CT,6516,NEW HAVEN,Acute Myocardial Infarction (AMI),Median Time to Transfer to Another Facility for Acute Coronary Intervention,
918,918,PHILADELPHIA VA MEDICAL CENTER,3900 WOODLAND AVENUE,PA,19104,PHILADELPHI,Preventative Care Measures,Patients assessed and given influenza vaccination,59.0
919,919,RICHMOND VA MEDICAL CENTER,1201 BROAD ROCK BOULEVARD,VA,23249,RICHMOND CI,Blood clot prevention and treatment,Hospital acquired potentially preventable venous thromboembolism,
920,920,LEBANON VA MEDICAL CENTER,1700 SOUTH LINCOLN AVENUE,PA,17042,LEBANON,Emergency Department (ED) Measures,Median time to pain med,
921,921,COATESVILLE VA MEDICAL CENTER,1400 BLACK HORSE HILL ROAD,PA,19320,CHESTER,Emergency Department (ED) Measures,Median time to pain med,
922,922,W PALM BEACH VA MEDICAL CENTER,7305 N. MILITARY TRAIL,FL,33410,PALM BEACH,Acute Myocardial Infarction (AMI),Median Time to Transfer to Another Facility for Acute Coronary Intervention,
923,923,W PALM BEACH VA MEDICAL CENTER,7305 N. MILITARY TRAIL,FL,33410,PALM BEACH,Acute Myocardial Infarction (AMI),Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,
924,924,MEMPHIS VA MEDICAL CENTER,1030 JEFFERSON AVENUE,TN,38104,SHELBY,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for discharged ED patients,
925,925,MARTINSBURG VA MEDICAL CENTER,510 BUTLER AVE.,WV,25405,BERKELEY,Acute Myocardial Infarction (AMI),Median Time to ECG,
926,926,COATESVILLE VA MEDICAL CENTER,1400 BLACK HORSE HILL ROAD,PA,19320,CHESTER,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for admitted ED patients,
927,927,ERIE VA MEDICAL CENTER,135 EAST 38TH STREET,PA,16504,ERIE,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for admitted ED patients,
928,928,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER,1601 BRENNER AVENUE,NC,28144,ROWAN,Acute Myocardial Infarction (AMI),Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,
929,929,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,GA,31021,LAURENS,Acute Myocardial Infarction (AMI),Aspirin at Arrival,76.0
930,930,VA HUDSON VALLEY HEALTHCARE SYSTEM,2094 ALBANY POST ROAD,NY,10548,WESTCHESTER,Emergency Department (ED) Measures,Median time to pain med,
931,931,SALEM VA MEDICAL CENTER,1970 ROANOKE BOULEVARD,VA,24153,SALEM,Acute Myocardial Infarction (AMI),Median Time to Transfer to Another Facility for Acute Coronary Intervention,
932,932,LOUISVILLE VA MEDICAL CENTER,800 ZORN AVENUE,KY,40206,JEFFERSON,Acute Myocardial Infarction (AMI),Median Time to Fibrinolysis,
933,933,COLUMBIA SC VA MEDICAL CENTER,6439 GARNERS FERRY ROAD,SC,29209,RICHLAND,Acute Myocardial Infarction (AMI),Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,
934,934,FAYETTEVILLE NC VA MEDICAL CENTER,2300 RAMSEY STREET,NC,28301,CUMBERLAND,Blood clot prevention and treatment,Hospital acquired potentially preventable venous thromboembolism,
935,935,CLEVELAND-WADE PARK VA MEDICAL CENTER,10701 EAST BLVD,OH,44106,CUYAHOGA,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for admitted ED patients,260.0
936,936,VA MARYLAND HEALTHCARE SYSTEM - BALTIMORE,10 NORTH GREENE STREET,MD,21201,BALTIMORE C,Emergency Department (ED) Measures,Median time to pain med,
